날짜,마켓,순위,판매처,상품명(모델명),제조사(브랜드),CPU,VGA,메모리,SSD,OS,디스플레이,정상가,판매가,혜택가,쿠폰/카드혜택,URL
2026-07-15,지마켓,55,G마켓,삼성전자 삼성 아티브북9 NT911S5K 5세대 i5 4G SSD128G 윈10,삼성전자,I5,integrated,,,,,,229000,229000,,https://link.gmarket.co.kr/gate/pcs?item-no=3163365664&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,56,G마켓,LG전자 LG전자 LG그램 그램15 15ZD95U-GX5WK SSD 256GB 당일출고,LG전자,,integrated,256GB,,,,,1651300,1651300,,https://link.gmarket.co.kr/gate/pcs?item-no=4751896937&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,57,G마켓,레노버 노트북 레노버 ThinkPad X13 Gen1 메모리 32GB SSD512GB Windows11 전용박스,Lenovo,,integrated,32GB,512GB,WIN 11 HOME,,,626400,626400,,https://link.gmarket.co.kr/gate/pcs?item-no=4618661624&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,58,G마켓,LG전자 LG 15UD40Q-GX50K WIN10PRO SSD512G변경/정품,LG전자,,integrated,,,Windows,,,1406560,1406560,,https://link.gmarket.co.kr/gate/pcs?item-no=3122208083&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,59,G마켓,삼성 NT200B5B i5-2420M 4G SSD250 윈도우 XP,삼성전자,I5-2420M,integrated,,,,,,235000,235000,,https://link.gmarket.co.kr/gate/pcs?item-no=4732190199&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,60,G마켓,삼성전자 삼성 갤럭시북 프로360 5G NT935QDB-KC71S 정품,삼성전자,,integrated,,,,,,2579760,2579760,,https://link.gmarket.co.kr/gate/pcs?item-no=3120536062&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,61,G마켓,HP HP 옴니북3 15-fc0731AU 15.6인치 FHD 최신 AI 노트북 AMD Ryzen7 7730U 8GB 256GB 가벼운 노트북,HP,RYZEN7 7730U,integrated,8GB,256GB,,15.6인치,,619000,619000,,https://link.gmarket.co.kr/gate/pcs?item-no=4599422459&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,62,G마켓,MSI MSI 사이보그 15 B2RWFKG-C7 윈11 램32G교체/재고보유,MSI,,integrated,,,,,,1899240,1899240,,https://link.gmarket.co.kr/gate/pcs?item-no=4720961381&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,63,G마켓,기가바이트 GIGABYTE AERO X16 AI7LEA (스페이스 그레이),Gigabyte,,integrated,,,,,,2083330,2083330,,https://link.gmarket.co.kr/gate/pcs?item-no=4650668080&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,64,G마켓,Apple 맥북에어 M1 8GB 256GB 8코어 A2337 13인치 노트북,Apple,,integrated,8GB,256GB,,13인치,,950210,950210,,https://link.gmarket.co.kr/gate/pcs?item-no=4540953562&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,65,G마켓,MSI MSI 사이보그 15 B2RWEKG-C5/윈11 SSD1T교체/재고보유,MSI,,integrated,,,,,,1406300,1406300,,https://link.gmarket.co.kr/gate/pcs?item-no=4715888810&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,66,G마켓,기가바이트 기가바이트 Gaming A16 3VH 체감가 136만 라이젠 AMD R7 지포스 RTX5060 16GB 512GB QHD 게이밍 노트북,Gigabyte,,RTX5060,16GB,512GB,,,,1704470,1704470,,https://link.gmarket.co.kr/gate/pcs?item-no=4468443102&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,67,G마켓,삼성전자 삼성 갤럭시북고 노트북 미개봉 새상품 NT345XLA,삼성전자,,integrated,,,,,,785470,785470,,https://link.gmarket.co.kr/gate/pcs?item-no=3932144832&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,68,G마켓,아수스 젠북 프로 17 UM6702RC-M2014W 라이젠7 16GB 1TB RTX3050,ASUS,라이젠7,RTX3050,16GB,1TB,,,,639160,639160,,https://link.gmarket.co.kr/gate/pcs?item-no=4793130751&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,69,G마켓,삼성 갤럭시북5 프로360 NT960QHA 코어울트라7 32GB 1TB 16인치,삼성전자,,integrated,32GB,1TB,,16인치,,2148900,2148900,,https://link.gmarket.co.kr/gate/pcs?item-no=4794785079&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,70,G마켓,LG전자 그램 16 노트북 16Z90TR-EA5HK,LG전자,,integrated,,,,,,3374380,3374380,,https://link.gmarket.co.kr/gate/pcs?item-no=4716892752&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,71,G마켓,삼성전자 삼성전자 갤럭시북3 울트라 NT960XFH-X92A 노트북 i9 RTX4070,삼성전자,I9,RTX4070,,,,,,4326210,4326210,,https://link.gmarket.co.kr/gate/pcs?item-no=3041740473&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,72,G마켓,레노버 레노버 씽크패드 X390 i5 16G 512G 윈11 터치스크린 중고 노트북,Lenovo,I5,integrated,,,,,,485100,485100,,https://link.gmarket.co.kr/gate/pcs?item-no=4607041206&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,73,G마켓,삼성전자 삼성전자 노트북 플러스 NT550XCJ-K58WA /IR,삼성전자,,integrated,,,,,,1739930,1739930,,https://link.gmarket.co.kr/gate/pcs?item-no=2677559014&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,74,G마켓,삼성전자 삼성 센스 NT-P530 사무용 인강 중고 노트북,삼성전자,,integrated,,,,,,141120,141120,,https://link.gmarket.co.kr/gate/pcs?item-no=3132805179&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,75,G마켓,삼성전자 NE 삼성전자 갤럭시북2 NT550XEZ-A58A Windows 11 설치,삼성전자,,integrated,,,WIN 11 HOME,,,1252960,1252960,,https://link.gmarket.co.kr/gate/pcs?item-no=3288622128&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,76,G마켓,LG전자 15인치 그램 15ZB95N i5 11세대 사무용 노트북 노트북 가방+마우스,LG전자,I5,integrated,,,,15인치,,560000,560000,,https://link.gmarket.co.kr/gate/pcs?item-no=4694526010&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,77,G마켓,삼성전자 삼성 갤럭시북5 nt751xhd-k01 RAM16G SSD256 WIN11 Y,삼성전자,,integrated,,,WIN 11 HOME,,,1510500,1510500,,https://link.gmarket.co.kr/gate/pcs?item-no=4734976877&sub-id=1003&service-code=10000003&lcd=100000002
2026-07-15,지마켓,78,G마켓,삼성전자 삼성전자 갤럭시북6 NT740 14형 (14형 U5 윈도우 11 AI 노트북 ),삼성전자,,integrated,,,,14형,,4900000,4900000,,https://link.gmarket.co.kr/gate/pcs?item-no=4713399967&sub-id=1003&service-code=10000003&lcd=100000002
